id  front  fgtId1  fgtId2  fgtId3  fgtId4  fgtId5  P1  P2  P3  P4  P5  P6  
2255  3  1001  1002  1016  1017  1018  1  2  7  16  17  18  
2256  5  1002  1003  1013  1014  1015  2  3  10  13  14  15  
2257  1  1001  1003  1012  1014  1018  1  3  6  12  14  18  
2258  7  1001  1007  1012  1014  1017  1  7  10  12  14  17  
2259  2  1004  1005  1013  1017  1018  4  5  7  13  17  18  
2260  7  1004  1006  1012  1013  1015  4  6  10  12  13  15  
2261  6  1001  1007  1011  1013  1014  1  7  9  11  13  14  
2262  2  1001  1005  1012  1013  1018  1  5  6  12  13  18  
2263  10  1005  1007  1011  1017  1018  5  7  9  11  17  18  
2264  3  1005  1006  1011  1012  1015  5  6  9  11  12  15  
2265  10  1001  1006  1011  1015  1017  1  6  7  11  15  17  
2266  8  1003  1006  1012  1013  1014  3  6  8  12  13  14  
2267  2  1001  1003  1015  1016  1017  1  3  10  15  16  17  
2268  1  1002  1007  1011  1013  1018  2  7  8  11  13  18  
2269  4  1001  1002  1012  1015  1016  1  2  8  12  15  16  
2270  8  1001  1006  1014  1017  1018  1  6  8  14  17  18  
2271  1  1002  1004  1011  1013  1018  2  4  9  11  13  18  
2272  2  1001  1004  1011  1013  1016  1  4  10  11  13  16  
2273  8  1005  1006  1013  1014  1017  5  6  10  13  14  17  
2274  3  1001  1005  1013  1015  1017  1  5  9  13  15  17  
2275  8  1002  1003  1013  1017  1018  2  3  5  13  17  18  
2276  1  1004  1006  1013  1016  1017  4  6  7  13  16  17  
2277  9  1004  1007  1011  1012  1014  4  7  8  11  12  14  
2278  10  1002  1004  1014  1015  1018  2  4  5  14  15  18  
2279  3  1005  1006  1012  1013  1016  5  6  8  12  13  16  
2280  8  1002  1007  1012  1015  1016  2  7  8  12  15  16  
2281  6  1003  1005  1011  1014  1016  3  5  7  11  14  16  
2282  10  1001  1007  1013  1014  1017  1  7  9  13  14  17  
2283  9  1001  1002  1014  1016  1017  1  2  4  14  16  17  
2284  6  1003  1004  1014  1015  1018  3  4  7  14  15  18  
2285  7  1003  1005  1011  1012  1013  3  5  10  11  12  13  
2286  1  1003  1004  1011  1014  1016  3  4  8  11  14  16  
2287  8  1001  1005  1012  1013  1018  1  5  9  12  13  18  
2288  1  1002  1007  1011  1012  1014  2  7  8  11  12  14  
2289  1  1001  1002  1015  1017  1018  1  2  10  15  17  18  
2290  7  1001  1004  1011  1012  1016  1  4  9  11  12  16  
2291  3  1002  1007  1015  1016  1018  2  7  10  15  16  18  
2292  6  1002  1007  1013  1015  1018  2  7  8  13  15  18  
2293  10  1001  1002  1011  1015  1016  1  2  6  11  15  16  
2294  3  1002  1003  1012  1016  1018  2  3  7  12  16  18  
2295  7  1005  1006  1016  1017  1018  5  6  7  16  17  18  
2296  1  1001  1002  1012  1013  1018  1  2  5  12  13  18  
2297  1  1004  1007  1011  1015  1018  4  7  8  11  15  18  
2298  1  1004  1006  1014  1016  1018  4  6  10  14  16  18  
2299  5  1002  1007  1011  1012  1013  2  7  10  11  12  13  
2300  7  1001  1002  1013  1016  1018  1  2  8  13  16  18  
2301  5  1001  1007  1011  1012  1014  1  7  10  11  12  14  
2302  5  1001  1004  1012  1016  1017  1  4  9  12  16  17  
2303  8  1001  1003  1011  1017  1018  1  3  6  11  17  18  
2304  5  1001  1005  1013  1017  1018  1  5  7  13  17  18  
2305  3  1001  1007  1011  1012  1015  1  7  10  11  12  15  
2306  2  1002  1007  1012  1013  1016  2  7  8  12  13  16  
2307  2  1001  1004  1013  1014  1016  1  4  8  13  14  16  
2308  2  1001  1002  1012  1013  1016  1  2  6  12  13  16  
2309  2  1002  1003  1012  1014  1017  2  3  10  12  14  17  
2310  2  1005  1007  1012  1014  1018  5  7  8  12  14  18  
2311  9  1001  1005  1015  1016  1018  1  5  7  15  16  18  
2312  4  1005  1006  1013  1014  1015  5  6  9  13  14  15  
2313  2  1003  1004  1011  1016  1018  3  4  8  11  16  18  
2314  8  1002  1006  1012  1014  1018  2  6  9  12  14  18  
2315  2  1001  1002  1015  1016  1018  1  2  10  15  16  18  
2316  6  1001  1002  1014  1015  1016  1  2  9  14  15  16  
2317  5  1001  1003  1016  1017  1018  1  3  8  16  17  18  
2318  3  1001  1004  1011  1012  1014  1  4  10  11  12  14  
2319  3  1002  1005  1012  1017  1018  2  5  9  12  17  18  
2320  8  1001  1006  1012  1013  1016  1  6  8  12  13  16  
2321  5  1003  1005  1011  1012  1013  3  5  9  11  12  13  
2322  2  1002  1005  1012  1013  1014  2  5  8  12  13  14  
2323  3  1004  1005  1014  1016  1017  4  5  7  14  16  17  
2324  2  1001  1002  1011  1013  1017  1  2  10  11  13  17  
2325  7  1001  1003  1012  1015  1017  1  3  9  12  15  17  
2326  4  1001  1003  1012  1013  1017  1  3  9  12  13  17  
2327  2  1002  1005  1016  1017  1018  2  5  10  16  17  18  
2328  10  1002  1003  1012  1013  1016  2  3  5  12  13  16  
2329  8  1002  1005  1014  1015  1017  2  5  10  14  15  17  
2330  1  1004  1007  1011  1012  1014  4  7  9  11  12  14  
2331  8  1003  1005  1011  1012  1014  3  5  6  11  12  14  
2332  9  1001  1004  1011  1012  1013  1  4  6  11  12  13  
2333  6  1002  1004  1011  1012  1018  2  4  10  11  12  18  
2334  5  1004  1007  1011  1012  1017  4  7  10  11  12  17  
2335  6  1006  1007  1013  1017  1018  6  7  8  13  17  18  
2336  4  1003  1004  1011  1014  1018  3  4  7  11  14  18  
2337  4  1001  1002  1015  1017  1018  1  2  3  15  17  18  
2338  3  1001  1004  1014  1016  1017  1  4  7  14  16  17  
2339  7  1005  1006  1014  1016  1017  5  6  7  14  16  17  
2340  3  1003  1004  1013  1014  1017  3  4  9  13  14  17  
2341  1  1001  1002  1015  1017  1018  1  2  5  15  17  18  
2342  5  1005  1006  1011  1015  1017  5  6  10  11  15  17  
2343  8  1003  1005  1011  1017  1018  3  5  8  11  17  18  
2344  5  1002  1007  1011  1017  1018  2  7  10  11  17  18  
2345  2  1001  1003  1012  1013  1014  1  3  10  12  13  14  
2346  8  1002  1003  1013  1014  1018  2  3  6  13  14  18  
2347  3  1001  1007  1012  1016  1018  1  7  8  12  16  18  
2348  10  1005  1007  1013  1015  1017  5  7  9  13  15  17  
2349  2  1001  1002  1013  1014  1017  1  2  8  13  14  17  
2350  7  1002  1005  1011  1016  1017  2  5  10  11  16  17  
2351  1  1002  1003  1013  1017  1018  2  3  10  13  17  18  
2352  6  1002  1004  1014  1015  1018  2  4  7  14  15  18  
2353  1  1005  1006  1011  1012  1014  5  6  8  11  12  14  
2354  1  1003  1004  1015  1017  1018  3  4  7  15  17  18  
2355  2  1002  1003  1012  1016  1018  2  3  8  12  16  18  
2356  5  1001  1002  1011  1012  1015  1  2  4  11  12  15  
2357  3  1003  1004  1011  1016  1017  3  4  9  11  16  17  
2358  7  1003  1004  1012  1016  1017  3  4  7  12  16  17  
2359  6  1001  1003  1011  1014  1018  1  3  8  11  14  18  
2360  5  1001  1003  1013  1014  1016  1  3  4  13  14  16  
2361  7  1001  1002  1014  1016  1017  1  2  8  14  16  17  
2362  6  1002  1007  1013  1017  1018  2  7  8  13  17  18  
2363  5  1001  1002  1013  1015  1018  1  2  5  13  15  18  
2364  3  1003  1006  1015  1017  1018  3  6  7  15  17  18  
2365  6  1003  1005  1011  1012  1018  3  5  7  11  12  18  
2366  5  1002  1007  1011  1012  1013  2  7  8  11  12  13  
2367  8  1001  1003  1011  1014  1018  1  3  4  11  14  18  
2368  9  1001  1004  1011  1016  1017  1  4  6  11  16  17  
2369  2  1001  1002  1011  1012  1018  1  2  10  11  12  18  
2370  2  1001  1003  1013  1014  1016  1  3  4  13  14  16  
2371  6  1001  1004  1011  1017  1018  1  4  8  11  17  18  
2372  10  1001  1002  1013  1015  1017  1  2  8  13  15  17  
2373  8  1001  1006  1011  1015  1016  1  6  8  11  15  16  
2374  5  1001  1003  1011  1014  1017  1  3  7  11  14  17  
2375  6  1002  1004  1016  1017  1018  2  4  6  16  17  18  
2376  9  1001  1002  1015  1016  1018  1  2  6  15  16  18  
2377  7  1003  1006  1011  1015  1016  3  6  8  11  15  16  
2378  2  1002  1007  1011  1013  1018  2  7  9  11  13  18  
2379  3  1001  1006  1011  1012  1013  1  6  8  11  12  13  
2380  5  1001  1003  1015  1016  1017  1  3  5  15  16  17  
2381  6  1003  1004  1012  1013  1016  3  4  10  12  13  16  
2382  2  1002  1004  1013  1017  1018  2  4  8  13  17  18  
2383  10  1001  1002  1014  1017  1018  1  2  7  14  17  18  
2384  9  1002  1007  1014  1015  1017  2  7  8  14  15  17  
2385  5  1001  1002  1011  1012  1013  1  2  9  11  12  13  
2386  2  1001  1002  1011  1012  1018  1  2  8  11  12  18  
2387  10  1001  1007  1012  1014  1016  1  7  10  12  14  16  
2388  6  1003  1006  1013  1014  1016  3  6  10  13  14  16  
2389  5  1002  1003  1012  1016  1018  2  3  5  12  16  18  
2390  6  1002  1003  1014  1017  1018  2  3  5  14  17  18  
2391  8  1001  1004  1012  1016  1018  1  4  5  12  16  18  
2392  7  1003  1004  1012  1016  1017  3  4  6  12  16  17  
2393  2  1004  1006  1011  1012  1014  4  6  10  11  12  14  
2394  8  1001  1002  1015  1017  1018  1  2  9  15  17  18  
2395  3  1005  1007  1013  1017  1018  5  7  8  13  17  18  
2396  10  1001  1005  1011  1015  1016  1  5  8  11  15  16  
2397  7  1001  1002  1011  1013  1015  1  2  7  11  13  15  
2398  10  1001  1003  1012  1013  1015  1  3  10  12  13  15  
2399  4  1001  1003  1012  1013  1017  1  3  6  12  13  17  
2400  8  1002  1005  1012  1013  1016  2  5  10  12  13  16  
2401  3  1001  1007  1012  1014  1018  1  7  8  12  14  18  
2402  1  1001  1004  1011  1017  1018  1  4  7  11  17  18  
2403  9  1003  1004  1011  1013  1015  3  4  8  11  13  15  
2404  3  1002  1003  1013  1014  1018  2  3  4  13  14  18  
2405  5  1002  1006  1013  1015  1018  2  6  8  13  15  18  
2406  9  1001  1003  1011  1013  1014  1  3  6  11  13  14  
2407  9  1001  1003  1015  1016  1017  1  3  5  15  16  17  
2408  8  1001  1002  1011  1017  1018  1  2  7  11  17  18  
2409  9  1001  1002  1013  1014  1016  1  2  5  13  14  16  
2410  9  1004  1005  1016  1017  1018  4  5  6  16  17  18  
2411  5  1004  1005  1011  1014  1015  4  5  7  11  14  15  
2412  5  1002  1004  1012  1015  1017  2  4  8  12  15  17  
2413  3  1003  1004  1013  1014  1016  3  4  6  13  14  16  
2414  1  1001  1002  1013  1017  1018  1  2  8  13  17  18  
2415  8  1002  1003  1012  1015  1016  2  3  7  12  15  16  
2416  4  1004  1007  1012  1013  1016  4  7  10  12  13  16  
2417  1  1004  1007  1012  1013  1018  4  7  10  12  13  18  
2418  8  1002  1003  1013  1014  1018  2  3  8  13  14  18  
2419  2  1001  1002  1012  1013  1016  1  2  9  12  13  16  
2420  10  1001  1004  1012  1014  1016  1  4  10  12  14  16  
2421  2  1001  1002  1011  1013  1016  1  2  5  11  13  16  
2422  6  1001  1005  1012  1016  1017  1  5  9  12  16  17  
2423  7  1001  1004  1011  1012  1014  1  4  5  11  12  14  
2424  3  1002  1006  1014  1016  1018  2  6  8  14  16  18  
2425  3  1001  1003  1014  1015  1016  1  3  4  14  15  16  
2426  10  1002  1005  1012  1016  1018  2  5  6  12  16  18  
2427  3  1006  1007  1012  1013  1014  6  7  8  12  13  14  
2428  2  1001  1002  1014  1017  1018  1  2  6  14  17  18  
2429  2  1005  1006  1011  1013  1017  5  6  7  11  13  17  
2430  2  1001  1002  1012  1015  1018  1  2  6  12  15  18  
2431  4  1001  1002  1014  1015  1018  1  2  10  14  15  18  
2432  3  1003  1006  1012  1013  1014  3  6  8  12  13  14  
2433  5  1001  1002  1013  1015  1016  1  2  6  13  15  16  
2434  8  1002  1007  1013  1014  1018  2  7  8  13  14  18  
2435  10  1003  1004  1013  1014  1018  3  4  6  13  14  18  
2436  6  1001  1007  1012  1013  1014  1  7  10  12  13  14  
2437  7  1001  1002  1013  1014  1017  1  2  3  13  14  17  
2438  7  1001  1003  1012  1013  1015  1  3  6  12  13  15  
2439  9  1001  1006  1014  1015  1018  1  6  7  14  15  18  
2440  3  1006  1007  1015  1016  1018  6  7  8  15  16  18  
2441  2  1003  1004  1012  1014  1018  3  4  7  12  14  18  
2442  1  1001  1004  1011  1012  1018  1  4  6  11  12  18  
2443  1  1005  1006  1015  1017  1018  5  6  7  15  17  18  
2444  1  1001  1005  1011  1014  1015  1  5  9  11  14  15  
2445  8  1002  1004  1011  1017  1018  2  4  5  11  17  18  
2446  2  1003  1004  1013  1017  1018  3  4  6  13  17  18  
2447  8  1005  1007  1011  1014  1015  5  7  9  11  14  15  
2448  7  1002  1003  1014  1016  1017  2  3  8  14  16  17  
2449  7  1001  1002  1011  1016  1017  1  2  3  11  16  17  
2450  6  1002  1004  1012  1013  1018  2  4  5  12  13  18  
2451  6  1001  1002  1013  1014  1016  1  2  9  13  14  16  
2452  2  1003  1004  1011  1012  1016  3  4  5  11  12  16  
2453  4  1004  1006  1012  1017  1018  4  6  7  12  17  18  
2454  8  1001  1002  1011  1017  1018  1  2  7  11  17  18  
2455  5  1001  1002  1013  1015  1018  1  2  6  13  15  18  
2456  8  1002  1007  1014  1017  1018  2  7  9  14  17  18  
2457  6  1002  1003  1012  1013  1018  2  3  4  12  13  18  
2458  2  1003  1006  1015  1016  1018  3  6  8  15  16  18  
2459  5  1001  1003  1013  1014  1016  1  3  4  13  14  16  
2460  2  1004  1006  1012  1014  1015  4  6  8  12  14  15  
2461  2  1003  1004  1011  1016  1018  3  4  6  11  16  18  
2462  7  1004  1006  1011  1014  1015  4  6  7  11  14  15  
2463  5  1001  1006  1011  1012  1014  1  6  10  11  12  14  
2464  2  1006  1007  1011  1015  1016  6  7  9  11  15  16  
2465  10  1001  1003  1014  1015  1016  1  3  9  14  15  16  
2466  2  1002  1006  1013  1015  1017  2  6  9  13  15  17  
2467  3  1002  1007  1014  1017  1018  2  7  10  14  17  18  
2468  7  1002  1005  1011  1014  1018  2  5  7  11  14  18  
2469  7  1004  1007  1011  1012  1017  4  7  9  11  12  17  
2470  3  1001  1002  1013  1016  1017  1  2  3  13  16  17  
2471  10  1004  1006  1011  1012  1016  4  6  10  11  12  16  
2472  5  1002  1007  1013  1014  1018  2  7  9  13  14  18  
2473  4  1002  1004  1012  1017  1018  2  4  10  12  17  18  
2474  6  1002  1003  1014  1016  1018  2  3  8  14  16  18  
2475  7  1002  1005  1011  1017  1018  2  5  7  11  17  18  
2476  3  1001  1005  1013  1014  1015  1  5  7  13  14  15  
2477  8  1001  1003  1011  1012  1017  1  3  6  11  12  17  
2478  6  1001  1002  1011  1017  1018  1  2  4  11  17  18  
2479  8  1001  1002  1011  1014  1018  1  2  9  11  14  18  
2480  1  1004  1007  1011  1013  1017  4  7  10  11  13  17  
2481  9  1005  1006  1011  1012  1015  5  6  7  11  12  15  
2482  8  1002  1007  1012  1014  1017  2  7  8  12  14  17  
2483  6  1001  1004  1011  1012  1015  1  4  10  11  12  15  
2484  7  1001  1004  1011  1012  1015  1  4  6  11  12  15  
2485  4  1001  1002  1015  1016  1017  1  2  10  15  16  17  
2486  7  1002  1003  1011  1015  1016  2  3  8  11  15  16  
2487  8  1001  1003  1011  1015  1016  1  3  8  11  15  16  
2488  6  1003  1007  1011  1012  1013  3  7  9  11  12  13  
2489  2  1001  1004  1011  1012  1017  1  4  8  11  12  17  
2490  3  1002  1004  1012  1013  1014  2  4  9  12  13  14  
2491  6  1002  1003  1011  1015  1018  2  3  7  11  15  18  
2492  1  1006  1007  1011  1013  1015  6  7  10  11  13  15  
2493  6  1001  1002  1012  1017  1018  1  2  10  12  17  18  
2494  4  1001  1004  1011  1013  1016  1  4  5  11  13  16  
2495  2  1003  1006  1011  1012  1016  3  6  9  11  12  16  
2496  1  1001  1003  1012  1013  1014  1  3  5  12  13  14  
2497  1  1004  1006  1011  1012  1017  4  6  7  11  12  17  
2498  4  1001  1003  1012  1013  1014  1  3  5  12  13  14  
2499  8  1001  1003  1011  1012  1017  1  3  9  11  12  17  
2500  8  1002  1007  1012  1016  1017  2  7  9  12  16  17  
2501  2  1002  1005  1011  1012  1015  2  5  9  11  12  15  
2502  8  1003  1004  1011  1012  1014  3  4  7  11  12  14  
2503  4  1001  1007  1012  1016  1017  1  7  8  12  16  17  
2504  3  1002  1003  1015  1017  1018  2  3  4  15  17  18  
2505  1  1002  1003  1012  1013  1014  2  3  5  12  13  14  
2506  2  1002  1007  1011  1016  1017  2  7  8  11  16  17  
2507  3  1004  1005  1013  1017  1018  4  5  7  13  17  18  
2508  8  1006  1007  1012  1013  1017  6  7  10  12  13  17  
2509  1  1003  1004  1012  1013  1018  3  4  10  12  13  18  
2510  1  1001  1003  1013  1015  1016  1  3  10  13  15  16  
2511  3  1003  1004  1012  1014  1018  3  4  10  12  14  18  
2512  9  1001  1007  1011  1012  1017  1  7  8  11  12  17  
2513  7  1001  1004  1012  1013  1016  1  4  6  12  13  16  
2514  2  1002  1007  1011  1017  1018  2  7  9  11  17  18  
2515  5  1002  1003  1011  1012  1014  2  3  5  11  12  14  
2516  8  1004  1007  1012  1017  1018  4  7  10  12  17  18  
2517  5  1002  1006  1012  1016  1017  2  6  7  12  16  17  
2518  5  1003  1005  1013  1014  1018  3  5  9  13  14  18  
2519  5  1001  1002  1013  1015  1018  1  2  10  13  15  18  
2520  5  1001  1003  1013  1015  1018  1  3  9  13  15  18  
2521  1  1006  1007  1012  1014  1015  6  7  10  12  14  15  
2522  1  1001  1003  1013  1016  1018  1  3  7  13  16  18  
2523  9  1004  1007  1012  1013  1014  4  7  10  12  13  14  
2524  2  1001  1002  1014  1017  1018  1  2  4  14  17  18  
2525  7  1002  1003  1011  1016  1018  2  3  4  11  16  18  
2526  7  1004  1006  1011  1017  1018  4  6  10  11  17  18  
2527  5  1001  1005  1011  1012  1018  1  5  9  11  12  18  
2528  6  1001  1006  1016  1017  1018  1  6  9  16  17  18  
2529  5  1003  1006  1012  1015  1016  3  6  9  12  15  16  
2530  1  1001  1002  1011  1012  1017  1  2  6  11  12  17  
2531  7  1002  1003  1011  1012  1016  2  3  4  11  12  16  
2532  5  1005  1006  1015  1017  1018  5  6  9  15  17  18  
2533  10  1001  1002  1011  1012  1014  1  2  8  11  12  14  
2534  1  1001  1002  1014  1016  1017  1  2  9  14  16  17  
2535  1  1004  1006  1014  1015  1017  4  6  7  14  15  17  
2536  2  1002  1003  1011  1013  1018  2  3  5  11  13  18  
2537  8  1001  1006  1012  1017  1018  1  6  8  12  17  18  
2538  7  1004  1007  1011  1016  1018  4  7  10  11  16  18  
2539  5  1004  1005  1011  1012  1014  4  5  10  11  12  14  
2540  2  1001  1003  1011  1012  1014  1  3  10  11  12  14  
2541  1  1001  1006  1011  1017  1018  1  6  8  11  17  18  
2542  3  1001  1004  1015  1017  1018  1  4  8  15  17  18  
2543  5  1002  1005  1012  1015  1017  2  5  9  12  15  17  
2544  4  1006  1007  1013  1017  1018  6  7  10  13  17  18  
2545  3  1002  1007  1014  1017  1018  2  7  9  14  17  18  
2546  9  1004  1006  1014  1015  1018  4  6  7  14  15  18  
2547  3  1002  1003  1015  1017  1018  2  3  6  15  17  18  
2548  2  1002  1006  1012  1013  1014  2  6  9  12  13  14  
2549  9  1002  1005  1012  1017  1018  2  5  9  12  17  18  
2550  7  1005  1006  1011  1014  1015  5  6  8  11  14  15  
2551  6  1001  1004  1012  1015  1017  1  4  8  12  15  17  
2552  1  1003  1006  1015  1016  1018  3  6  9  15  16  18  
2553  3  1003  1004  1011  1012  1015  3  4  8  11  12  15  
2554  4  1001  1002  1011  1012  1013  1  2  8  11  12  13  
2555  3  1001  1004  1014  1016  1018  1  4  5  14  16  18  
2556  10  1002  1003  1012  1014  1017  2  3  5  12  14  17  
2557  2  1001  1002  1011  1014  1018  1  2  3  11  14  18  
2558  6  1001  1002  1012  1014  1015  1  2  4  12  14  15  
2559  3  1002  1004  1011  1013  1016  2  4  7  11  13  16  
2560  4  1001  1004  1011  1014  1018  1  4  8  11  14  18  
2561  2  1001  1005  1012  1016  1017  1  5  9  12  16  17  
2562  10  1002  1005  1013  1015  1017  2  5  10  13  15  17  
2563  6  1003  1004  1013  1017  1018  3  4  5  13  17  18  
2564  4  1006  1007  1014  1015  1016  6  7  9  14  15  16  
2565  6  1002  1004  1013  1017  1018  2  4  9  13  17  18  
2566  8  1001  1003  1011  1013  1015  1  3  9  11  13  15  
2567  10  1001  1002  1012  1013  1018  1  2  5  12  13  18  
2568  10  1002  1007  1011  1014  1015  2  7  10  11  14  15  
2569  6  1003  1004  1014  1015  1016  3  4  8  14  15  16  
2570  3  1003  1005  1011  1013  1018  3  5  7  11  13  18  
2571  2  1003  1005  1011  1012  1014  3  5  8  11  12  14  
2572  2  1005  1006  1016  1017  1018  5  6  7  16  17  18  
2573  2  1003  1004  1015  1017  1018  3  4  6  15  17  18  
2574  9  1002  1006  1011  1012  1017  2  6  7  11  12  17  
2575  5  1002  1006  1012  1015  1017  2  6  9  12  15  17  
2576  4  1001  1007  1011  1014  1018  1  7  8  11  14  18  
2577  3  1001  1002  1012  1015  1017  1  2  4  12  15  17  
2578  8  1001  1004  1012  1014  1016  1  4  7  12  14  16  
2579  10  1003  1007  1011  1013  1016  3  7  10  11  13  16  
2580  10  1006  1007  1011  1016  1017  6  7  9  11  16  17  
2581  3  1002  1003  1012  1013  1018  2  3  4  12  13  18  
2582  2  1002  1005  1012  1013  1014  2  5  10  12  13  14  
2583  2  1001  1003  1014  1016  1017  1  3  10  14  16  17  
2584  9  1001  1002  1013  1016  1018  1  2  10  13  16  18  
2585  5  1002  1004  1011  1016  1018  2  4  9  11  16  18  
2586  7  1001  1002  1015  1016  1018  1  2  6  15  16  18  
2587  1  1001  1002  1012  1014  1017  1  2  8  12  14  17  
2588  5  1001  1002  1011  1012  1015  1  2  8  11  12  15  
2589  9  1005  1006  1015  1017  1018  5  6  10  15  17  18  
2590  8  1001  1002  1013  1014  1017  1  2  9  13  14  17  
2591  2  1004  1006  1014  1015  1018  4  6  10  14  15  18  
2592  4  1001  1007  1011  1012  1017  1  7  10  11  12  17  
2593  10  1003  1005  1015  1017  1018  3  5  6  15  17  18  
2594  7  1003  1007  1013  1017  1018  3  7  8  13  17  18  
2595  8  1001  1005  1013  1017  1018  1  5  9  13  17  18  
2596  9  1001  1006  1014  1015  1018  1  6  10  14  15  18  
2597  8  1004  1005  1013  1014  1017  4  5  9  13  14  17  
2598  2  1002  1003  1015  1017  1018  2  3  6  15  17  18  
2599  1  1001  1004  1011  1014  1017  1  4  9  11  14  17  
2600  9  1001  1004  1013  1014  1017  1  4  6  13  14  17  
2601  5  1005  1006  1014  1015  1018  5  6  9  14  15  18  
2602  9  1004  1007  1011  1016  1017  4  7  9  11  16  17  
2603  5  1002  1005  1011  1012  1014  2  5  10  11  12  14  
2604  9  1004  1006  1013  1014  1017  4  6  7  13  14  17  
2605  6  1001  1002  1011  1014  1017  1  2  7  11  14  17  
2606  6  1001  1004  1014  1015  1016  1  4  10  14  15  16  
2607  10  1006  1007  1012  1013  1018  6  7  10  12  13  18  
2608  9  1002  1004  1012  1016  1018  2  4  5  12  16  18  
2609  5  1001  1004  1012  1016  1017  1  4  7  12  16  17  
2610  6  1001  1002  1012  1013  1017  1  2  6  12  13  17  
2611  8  1001  1003  1011  1015  1018  1  3  9  11  15  18  
2612  5  1001  1007  1012  1015  1016  1  7  9  12  15  16  
2613  2  1005  1006  1012  1015  1018  5  6  8  12  15  18  
2614  3  1003  1007  1011  1017  1018  3  7  8  11  17  18  
2615  1  1002  1006  1014  1015  1018  2  6  8  14  15  18  
2616  4  1001  1005  1012  1013  1016  1  5  10  12  13  16  
2617  3  1004  1006  1014  1016  1017  4  6  8  14  16  17  
2618  7  1001  1002  1012  1017  1018  1  2  4  12  17  18  
2619  10  1002  1005  1011  1012  1014  2  5  8  11  12  14  
2620  2  1001  1003  1011  1017  1018  1  3  4  11  17  18  
2621  4  1004  1005  1011  1012  1018  4  5  6  11  12  18  
2622  10  1001  1007  1012  1014  1015  1  7  9  12  14  15  
2623  5  1004  1005  1011  1013  1016  4  5  9  11  13  16  
2624  10  1003  1007  1014  1015  1017  3  7  8  14  15  17  
2625  10  1002  1003  1011  1012  1015  2  3  7  11  12  15  
2626  1  1001  1003  1012  1013  1017  1  3  6  12  13  17  
2627  7  1001  1002  1012  1014  1017  1  2  9  12  14  17  
2628  7  1001  1002  1012  1016  1017  1  2  7  12  16  17  
2629  2  1001  1002  1011  1012  1015  1  2  7  11  12  15  
2630  6  1001  1004  1013  1017  1018  1  4  10  13  17  18  
2631  3  1001  1003  1014  1015  1018  1  3  9  14  15  18  
2632  8  1004  1005  1012  1013  1017  4  5  9  12  13  17  
2633  1  1001  1002  1011  1015  1017  1  2  5  11  15  17  
2634  2  1003  1006  1011  1012  1014  3  6  7  11  12  14  
2635  6  1002  1003  1011  1015  1017  2  3  5  11  15  17  
2636  8  1005  1006  1011  1013  1016  5  6  8  11  13  16  
2637  7  1003  1004  1011  1014  1018  3  4  9  11  14  18  
2638  8  1002  1003  1011  1013  1016  2  3  4  11  13  16  
2639  5  1003  1007  1012  1013  1017  3  7  9  12  13  17  
2640  2  1001  1003  1013  1017  1018  1  3  9  13  17  18  
2641  9  1004  1006  1011  1013  1015  4  6  10  11  13  15  
2642  3  1001  1007  1016  1017  1018  1  7  8  16  17  18  
2643  9  1001  1002  1011  1013  1014  1  2  9  11  13  14  
2644  3  1001  1005  1015  1016  1017  1  5  10  15  16  17  
2645  5  1003  1006  1014  1015  1018  3  6  7  14  15  18  
2646  7  1003  1007  1013  1015  1016  3  7  10  13  15  16  
2647  2  1004  1005  1012  1014  1015  4  5  7  12  14  15  
2648  3  1006  1007  1012  1015  1016  6  7  10  12  15  16  
2649  5  1001  1007  1014  1015  1016  1  7  10  14  15  16  
2650  2  1004  1005  1011  1013  1018  4  5  10  11  13  18  
2651  7  1001  1005  1011  1017  1018  1  5  9  11  17  18  
2652  1  1003  1006  1012  1014  1015  3  6  9  12  14  15  
2653  6  1004  1005  1013  1014  1018  4  5  10  13  14  18  
2654  2  1001  1003  1014  1015  1016  1  3  5  14  15  16  
2655  5  1001  1003  1011  1013  1015  1  3  10  11  13  15  
2656  3  1002  1004  1011  1014  1017  2  4  6  11  14  17  
2657  4  1002  1003  1012  1013  1015  2  3  6  12  13  15  
2658  8  1001  1003  1013  1014  1017  1  3  7  13  14  17  
2659  2  1001  1002  1011  1013  1014  1  2  5  11  13  14  
2660  5  1002  1004  1011  1012  1016  2  4  7  11  12  16  
2661  7  1002  1004  1011  1012  1018  2  4  5  11  12  18  
2662  6  1001  1002  1011  1015  1018  1  2  9  11  15  18  
2663  1  1002  1004  1011  1012  1018  2  4  10  11  12  18  
2664  4  1002  1006  1011  1012  1017  2  6  9  11  12  17  
2665  10  1005  1006  1012  1013  1017  5  6  9  12  13  17  
2666  10  1002  1006  1011  1014  1015  2  6  7  11  14  15  
2667  8  1002  1005  1011  1014  1017  2  5  6  11  14  17  
2668  5  1004  1007  1014  1015  1016  4  7  9  14  15  16  
2669  7  1001  1002  1011  1016  1018  1  2  7  11  16  18  
2670  4  1005  1006  1011  1014  1015  5  6  9  11  14  15  
2671  4  1005  1006  1016  1017  1018  5  6  7  16  17  18  
2672  2  1002  1004  1013  1014  1018  2  4  5  13  14  18  
2673  2  1002  1003  1011  1014  1017  2  3  7  11  14  17  
2674  1  1003  1004  1016  1017  1018  3  4  10  16  17  18  
2675  10  1002  1003  1012  1014  1016  2  3  8  12  14  16  
2676  10  1002  1003  1011  1016  1018  2  3  7  11  16  18  
